ev,eps1
1.5,7.166705070613063
1.55,7.162989396228979
1.6,7.339934242381928
1.65,7.4079733354048996
1.7,7.373125107614897
1.75,7.38396434304493
1.8,7.5445524114088265
1.85,7.475896419190665
1.9,7.649959127922081
1.95,7.741626704921765
2.0,7.7511013405556595
2.05,7.678615549742798
2.1,7.97741394825998
2.15,7.947658233104036
2.2,8.280172552763476
2.25,8.28127239869367
2.3,8.135379694905376
2.35,8.047371549779866
2.4,8.254834143786583
2.45,8.253024282038272
2.5,8.454634406783834
2.55,8.566025830902063
2.6,8.377747555916319
2.65,8.576429785105399
2.7,8.781915846396092
2.75,8.594742900250862
2.8,8.73391097044323
2.85,8.889325868470491
2.9,8.926243018875539
2.95,9.063322402195427
3.0,8.979053517258379
3.05,9.438513158208703
3.1,9.651596364817069
3.15,9.712808649283906
3.2,9.924710641602811
3.25,10.115800354254294
3.3,10.05904910987799
3.35,10.569067494424628
3.4,10.647304861596833
3.45,11.090406250972022
3.5,11.504488804533398
3.55,11.561312475935754
3.6,12.24553098738325
3.65,12.53158498186475
3.7,12.915615947507321
3.75,13.231100923127151
3.8,13.870102730128933
3.85,13.525959266104126
3.9,12.215329296267788
3.95,10.658672279951455
4.0,9.715517299334197
4.05,9.490878109746715
4.1,9.727557201372562
4.15,9.794725763161527
4.2,9.563448545786025
4.25,9.75952086860835
4.3,9.523454878919745
4.35,9.584673575418867
4.4,9.472668855264319
4.45,9.229986097202758
4.5,9.381121810245846
4.55,9.12027659016431
4.6,9.159685184752593
4.65,9.25457999285006
4.7,9.260227878630827
4.75,8.972283751775285
4.8,8.990015934841965
4.85,9.028323296006047
4.9,9.187092238765912
4.95,8.973146774282439
5.0,9.412672702949857
