ev,eps1
1.5,7.1103805469425225
1.55,7.121225130758161
1.6,7.180004489220091
1.65,7.222350079579915
1.7,7.236592616428049
1.75,7.322680289240455
1.8,7.398733664317016
1.85,7.431847977389506
1.9,7.414639336272522
1.95,7.545147400935198
2.0,7.499079205875619
2.05,7.6331468164894725
2.1,7.68997622423057
2.15,7.735513921544167
2.2,7.804110417523234
2.25,7.873041646209114
2.3,7.898196097362235
2.35,7.939041929601689
2.4,7.959041110408574
2.45,8.053067911338378
2.5,8.168746667587271
2.55,8.175245614988933
2.6,8.266534865275347
2.65,8.352665169762204
2.7,8.416605326614896
2.75,8.56873197255517
2.8,8.570131905035103
2.85,8.65304311505864
2.9,8.787579085733238
2.95,8.841964306462328
3.0,9.121205825444694
3.05,9.202606794758708
3.1,9.34272286409856
3.15,9.669329365618847
3.2,9.742374973931696
3.25,10.001166358985486
3.3,10.16624230123171
3.35,10.488089780159061
3.4,10.666192492033383
3.45,11.078781563500398
3.5,11.379795881204112
3.55,11.697340596538561
3.6,11.949708020285216
3.65,12.49786650953422
3.7,13.003361085794268
3.75,13.523974759784362
3.8,13.624744614905739
3.85,13.454839914894983
3.9,12.271360637727888
3.95,10.447258798403242
4.0,9.44283130461185
4.05,9.398159738856474
4.1,9.316772685175545
4.15,9.349191646853589
4.2,9.206885220592143
4.25,9.346773904839647
4.3,9.37186662480959
4.35,9.327545932579806
4.4,9.175087786359688
4.45,9.06018940820857
4.5,8.987415038567576
4.55,8.938881601591792
4.6,8.906379810085447
4.65,8.725364244359856
4.7,8.6967089385468
4.75,8.542710537135424
4.8,8.600410713820288
4.85,8.507977435772029
4.9,8.526445685855364
4.95,8.691837532518106
5.0,8.970947818004298
