ev,eps1
1.5,6.867137737127751
1.55,6.866021791813031
1.6,6.940083677394641
1.65,6.997647533185357
1.7,7.031046249504919
1.75,7.081462683869457
1.8,7.1564477052522735
1.85,7.130375788479687
1.9,7.160554814276736
1.95,7.2909571870512835
2.0,7.2870540390604335
2.05,7.338407461353457
2.1,7.455557260607232
2.15,7.482112570553714
2.2,7.557589039594814
2.25,7.630530238444639
2.3,7.683717054993512
2.35,7.67927292727387
2.4,7.716539263704502
2.45,7.80184366825816
2.5,7.8607364986159025
2.55,7.910075887862798
2.6,7.991067710743425
2.65,8.061430419358146
2.7,8.14726038982639
2.75,8.248454460677456
2.8,8.272117400557647
2.85,8.385159385566036
2.9,8.47122583357226
2.95,8.584835981405444
3.0,8.802278745315814
3.05,8.870704766725103
3.1,9.092661618178377
3.15,9.296750046238909
3.2,9.402812024921673
3.25,9.685954300985179
3.3,9.868783434986154
3.35,10.132684641987106
3.4,10.36342866036458
3.45,10.644111524959058
3.5,10.993124758757325
3.55,11.259768002028506
3.6,11.651534009105013
3.65,12.103754236443388
3.7,12.552876746939104
3.75,13.064250643413535
3.8,13.207358552798633
3.85,12.980633565922492
3.9,11.794488734229112
3.95,10.09537937377958
4.0,9.16452010577129
4.05,9.062680281650557
4.1,8.998111959653041
4.15,9.072456803102826
4.2,8.847374925155698
4.25,9.02662272109298
4.3,9.023420894352553
4.35,9.025192793380054
4.4,8.836989705710952
4.45,8.730810299364457
4.5,8.716294882546006
4.55,8.628838327197416
4.6,8.605497645184117
4.65,8.431088002933516
4.7,8.40778208514111
4.75,8.303953159973194
4.8,8.31714416654266
4.85,8.267833281958348
4.9,8.202913538034831
4.95,8.406243125831114
5.0,8.607958318327189
