ev,eps1
1.5,6.511274535370805
1.55,6.482315607150435
1.6,6.461063733292402
1.65,6.431109061486705
1.7,6.551907288206222
1.75,6.581965871550812
1.8,6.855123975380605
1.85,6.904293829734642
1.9,6.705281386748252
1.95,6.862832440547851
2.0,6.879077803692427
2.05,6.860776059982414
2.1,7.166673638487297
2.15,7.249586602419634
2.2,7.43482815784685
2.25,7.256601286004398
2.3,7.404227464355703
2.35,7.100409017162099
2.4,7.25868928142401
2.45,7.604218848875599
2.5,7.446906958916
2.55,7.570312353623744
2.6,7.636307065462249
2.65,7.82890039707469
2.7,7.889551649102064
2.75,7.702332374022614
2.8,7.774726817561737
2.85,8.11247620979718
2.9,8.038411494245029
2.95,7.808980811139895
3.0,8.091197632133316
3.05,8.365857613501504
3.1,8.691373219199871
3.15,8.741678038239094
3.2,8.920101353918058
3.25,8.967209744070573
3.3,9.127806251924092
3.35,9.527358926739407
3.4,9.164217737345599
3.45,9.972354464812511
3.5,10.299531676592888
3.55,10.379623694634121
3.6,10.747634037756672
3.65,11.147385167106144
3.7,12.095481728489991
3.75,12.129002664493745
3.8,12.345648668715334
3.85,12.119767447668892
3.9,11.279982944639842
3.95,9.590123148758018
4.0,8.69164306930795
4.05,8.467615477809817
4.1,8.790293258427601
4.15,8.422359043995037
4.2,8.251431676022131
4.25,8.974869953411913
4.3,8.80618560038965
4.35,8.506052568355772
4.4,8.753614059392767
4.45,8.520347526423771
4.5,8.427535106214245
4.55,8.053524018417399
4.6,8.167437039862628
4.65,8.1394017149092
4.7,8.157350157350773
4.75,8.011743912684757
4.8,8.146550882270231
4.85,8.03778517281298
4.9,8.234774508737386
4.95,7.938099523721548
5.0,8.222934316204235
