ev,eps1
1.5,6.7784519615845
1.55,6.720685095644025
1.6,6.7843280654009295
1.65,6.858900769285339
1.7,6.950973962586993
1.75,7.019078320901336
1.8,7.246518857023979
1.85,7.191428478144383
1.9,7.133370726297865
1.95,7.298094577982068
2.0,7.201855052152938
2.05,7.321687845302771
2.1,7.479249974400297
2.15,7.597430462429002
2.2,7.842791373824188
2.25,7.77011180905331
2.3,7.673657289198041
2.35,7.430532911878049
2.4,7.656571173285805
2.45,8.019850933964353
2.5,7.961981601484548
2.55,8.137515731985292
2.6,8.036040756049672
2.65,8.172332222084968
2.7,8.391745796674524
2.75,8.26249500854568
2.8,8.35163324546994
2.85,8.680230521515336
2.9,8.366592110016194
2.95,8.314193104401502
3.0,8.46800664651124
3.05,8.7538310852915
3.1,9.281264098446238
3.15,9.130829509508782
3.2,9.246023133086139
3.25,9.528931571701193
3.3,9.638630260587105
3.35,10.023675125642521
3.4,9.84061105627558
3.45,10.490668057495016
3.5,10.75031380765607
3.55,11.147931486094198
3.6,11.472339314322697
3.65,11.941332403078398
3.7,12.566629277178178
3.75,12.57805133286476
3.8,12.878044237189162
3.85,12.577073851918923
3.9,11.937552002059283
3.95,10.127278761562746
4.0,9.241346177728824
4.05,8.962061101827707
4.1,9.40806522554295
4.15,8.977137459500865
4.2,8.834813989719207
4.25,9.376593474471314
4.3,9.145690877431441
4.35,9.113965609562374
4.4,9.07240423737687
4.45,8.848768267625669
4.5,8.767673191365612
4.55,8.659421952416249
4.6,8.763889867055795
4.65,8.70277741124784
4.7,8.671681120707637
4.75,8.43704420545125
4.8,8.524492204584362
4.85,8.479446495258564
4.9,8.761320104820017
4.95,8.471818803257962
5.0,8.799266696072252
