ev,eps1
1.5,6.403045790961516
1.55,6.454594921622068
1.6,6.495864992902768
1.65,6.4683631453424635
1.7,6.554779809393291
1.75,6.599558490905407
1.8,6.7965295588394685
1.85,6.768159572940054
1.9,6.766608460203432
1.95,6.8476648923763594
2.0,6.847243065634399
2.05,6.906852529964881
2.1,7.213026552830415
2.15,7.239359099738877
2.2,7.388469776510274
2.25,7.4873765209955465
2.3,7.370005698802495
2.35,7.17463253874628
2.4,7.24793522139868
2.45,7.519071278063219
2.5,7.598898157297909
2.55,7.631347354565034
2.6,7.55173662293692
2.65,7.73832808162937
2.7,7.890723054265788
2.75,7.844182795654424
2.8,7.998695723047838
2.85,8.12691466505541
2.9,8.029108555203209
2.95,7.975352903450262
3.0,8.1342868732609
3.05,8.306763201279018
3.1,8.678856842522556
3.15,8.67774917353573
3.2,8.837318108926457
3.25,8.972616006100592
3.3,9.18586794779278
3.35,9.564982455487579
3.4,9.437206008800596
3.45,9.991907592149467
3.5,10.131607144321976
3.55,10.505537740622296
3.6,10.757617506616675
3.65,11.31138115817943
3.7,11.847006902154115
3.75,12.12604832573425
3.8,12.389173369005437
3.85,12.07659691883613
3.9,11.205035322329444
3.95,9.691711046720963
4.0,8.891036179259057
4.05,8.609769331552355
4.1,8.819693753944
4.15,8.56827441227344
4.2,8.451821280424904
4.25,8.801234449978457
4.3,8.600474072672766
4.35,8.540813536952676
4.4,8.479121452819442
4.45,8.490528383594512
4.5,8.312307670015633
4.55,8.255825546298752
4.6,8.299483712311838
4.65,8.241477922132212
4.7,8.106780737604304
4.75,8.141566982705472
4.8,8.05787327845999
4.85,8.147819448016927
4.9,8.285578565347413
4.95,8.174818845068547
5.0,8.372291970854745
