ev,eps1
1.5,7.0296284639586215
1.55,7.05668703573792
1.6,7.096922182121993
1.65,7.129240810385819
1.7,7.158396753085827
1.75,7.232650274593791
1.8,7.291782190911891
1.85,7.34164372628968
1.9,7.339958842354437
1.95,7.4346325793549495
2.0,7.426097519562416
2.05,7.524671229159181
2.1,7.604903397762033
2.15,7.657961693183619
2.2,7.733904815868477
2.25,7.7767585970072295
2.3,7.8299709385797565
2.35,7.8614574545976525
2.4,7.875012874666025
2.45,7.990700027128992
2.5,8.063760042884056
2.55,8.085944834948458
2.6,8.195218802879515
2.65,8.233421957844534
2.7,8.331218084020803
2.75,8.444900363707903
2.8,8.504114466172402
2.85,8.56972974655177
2.9,8.669341273095107
2.95,8.750167070456726
3.0,9.028616802568003
3.05,9.100348005224802
3.1,9.272047755871892
3.15,9.533579903057117
3.2,9.62462023394963
3.25,9.866941473818356
3.3,10.076932931380462
3.35,10.376016207311537
3.4,10.571817903765945
3.45,10.933378070530155
3.5,11.21318514369428
3.55,11.570950889971394
3.6,11.860473631725537
3.65,12.346276808469684
3.7,12.882147593101136
3.75,13.350049228798468
3.8,13.481035555027326
3.85,13.319950303427131
3.9,12.09510308322833
3.95,10.317896025994308
4.0,9.304626607514825
4.05,9.26790657118694
4.1,9.198170534126573
4.15,9.269685894432191
4.2,9.071898471871982
4.25,9.225604684896926
4.3,9.246238324424345
4.35,9.226229287518153
4.4,9.05616236678948
4.45,8.931056725664318
4.5,8.8924771887851
4.55,8.82722885022331
4.6,8.776119655352312
4.65,8.609227550997437
4.7,8.624434085869686
4.75,8.477998018509359
4.8,8.503461428466306
4.85,8.43155147795995
4.9,8.422498627027455
4.95,8.572766038771388
5.0,8.852573958921372
