ev,eps1
1.5,6.788001416779091
1.55,6.847786181808649
1.6,6.842546961360421
1.65,6.925646301296993
1.7,6.952326940207983
1.75,6.9848037037988
1.8,7.009477203268928
1.85,7.07895353681248
1.9,7.106263532760154
1.95,7.173981740093114
2.0,7.213048087720288
2.05,7.243962372400954
2.1,7.27950071553344
2.15,7.3489600373781965
2.2,7.4296210971988526
2.25,7.472697398903012
2.3,7.542895284561356
2.35,7.602110441020792
2.4,7.688104650692887
2.45,7.772870358838059
2.5,7.850558529806871
2.55,7.945518332095315
2.6,8.066836027462271
2.65,8.11989756759622
2.7,8.225372132044999
2.75,8.358744271259038
2.8,8.463313724745085
2.85,8.628385356621893
2.9,8.716298235710674
2.95,8.835223676528098
3.0,8.997907785335991
3.05,9.175920580394004
3.1,9.321265513939647
3.15,9.567779211890302
3.2,9.675560635225668
3.25,9.872630546575778
3.3,10.1041669455894
3.35,10.358296571020675
3.4,10.569279940241326
3.45,10.854314834536533
3.5,11.167820463877256
3.55,11.45007970029669
3.6,11.819825925812744
3.65,12.16512787040192
3.7,12.632050003468086
3.75,13.219350054571152
3.8,13.731933505881376
3.85,14.36842237916782
3.9,14.85828323278973
3.95,14.624196618930256
4.0,12.841250549382984
4.05,11.119182931645726
4.1,10.851009627561504
4.15,10.79753515671259
4.2,10.744306538638297
4.25,10.82292448918246
4.3,10.918911534522094
4.35,11.041696742846547
4.4,11.067345945917449
4.45,11.131302489426865
4.5,11.13597056621696
4.55,11.118061667387376
4.6,11.148489977416148
4.65,11.137186143392455
4.7,11.226034349730472
4.75,11.291694594298244
4.8,11.419867510068583
4.85,11.613042868418265
4.9,11.947426450373774
4.95,12.235941967943068
5.0,12.53097225172355
